Entry Date,Exit Date,Direction,Stock1,Stock2,Entry_S1_Price,Exit_S1_Price,Entry_S2_Price,Exit_S2_Price,Beta,Gross Return,Net Return,Holding Days,pair_id,Equity Curve
2025-01-01,2025-01-13,Long Spread,TATACONSUM,NMDC,913.5294189453124,958.3472900390624,62.89528274536133,57.19485855102539,8.273363498244597,0.7989046227718205,0.7941446227718205,12,TATACONSUM-NMDC,5.01548790598684
2025-03-19,2025-04-02,Long Spread,TATACONSUM,NMDC,942.862060546875,1054.8818359375,65.56436920166016,69.2426528930664,8.273363498244597,-0.34534292712285364,-0.3501029271228536,14,TATACONSUM-NMDC,4.665384978863986
2025-04-25,2025-05-29,Short Spread,TATACONSUM,NMDC,1147.1976318359375,1109.800048828125,64.05512237548828,71.29399871826172,8.273363498244597,0.9675727844858315,0.9628127844858315,34,TATACONSUM-NMDC,5.628197763349817
2025-01-31,2025-03-04,Long Spread,AXISBANK,NESTLEIND,985.2579345703124,1000.944580078125,1144.428466796875,1068.75634765625,1.0520381784649766,0.08548442995733294,0.08072442995733294,32,AXISBANK-NESTLEIND,5.70892219330715
2025-06-18,2025-06-30,Short Spread,AXISBANK,NESTLEIND,1219.9573974609375,1198.1759033203125,1165.4996337890625,1227.489013671875,1.0520381784649766,0.07380901743849222,0.06904901743849222,12,AXISBANK-NESTLEIND,5.777971210745642
2025-09-02,2025-09-19,Long Spread,AXISBANK,NESTLEIND,1056.199951171875,1135.9000244140625,1200.9000244140625,1194.5,1.0520381784649766,0.0810659527280059,0.0763059527280059,17,AXISBANK-NESTLEIND,5.854277163473649
2025-01-01,2025-02-01,Long Spread,NESTLEIND,LT,1073.2110595703125,1151.3548583984375,3633.61181640625,3415.64453125,0.1817928007168483,0.08371817168276685,0.07895817168276685,31,NESTLEIND-LT,5.933235335156415
2025-04-09,2025-05-09,Short Spread,NESTLEIND,LT,1167.5162353515625,1157.831787109375,3025.92919921875,3412.07763671875,0.1817928007168483,0.03149407206028078,0.026734072060280778,30,NESTLEIND-LT,5.959969407216696
2025-08-11,2025-08-19,Long Spread,NESTLEIND,LT,1105.0,1161.4000244140625,3668.39990234375,3613.0,0.1817928007168483,0.05378616742451478,0.04902616742451478,8,NESTLEIND-LT,6.008995574641211
2025-01-01,2025-01-17,Long Spread,HINDALCO,HINDPETRO,588.6332397460938,612.5081787109375,397.6743774414063,346.1266174316406,1.1438921803146882,0.18883473400702583,0.18407473400702584,16,HINDALCO-HINDPETRO,6.193070308648236
2025-03-19,2025-04-02,Short Spread,HINDALCO,HINDPETRO,693.4644775390625,656.3864135742188,316.3263854980469,349.2609558105469,1.1438921803146882,0.1725650970575245,0.1678050970575245,14,HINDALCO-HINDPETRO,6.360875405705761
2025-10-28,2025-11-06,Short Spread,HINDALCO,HINDPETRO,848.9500122070312,788.4000244140625,447.4872131347656,473.1499938964844,1.1438921803146882,0.1369240389832469,0.1321640389832469,9,HINDALCO-HINDPETRO,6.493039444689008
2025-01-13,2025-01-16,Long Spread,BANDHANBNK,ALKYLAMINE,136.42373657226562,149.80152893066406,1717.7091064453125,1740.1048583984375,0.043888640216109866,0.0974883651564473,0.0927283651564473,3,BANDHANBNK-ALKYLAMINE,6.585767809845455
2025-02-14,2025-03-04,Long Spread,BANDHANBNK,ALKYLAMINE,134.15447998046875,146.01611328125,1646.9881591796875,1641.2647705078125,0.043888640216109866,0.08857023621392178,0.08381023621392178,18,BANDHANBNK-ALKYLAMINE,6.669578046059377
2025-06-09,2025-06-25,Short Spread,BANDHANBNK,ALKYLAMINE,184.55406188964844,180.3425445556641,2003.08154296875,2336.199951171875,0.043888640216109866,0.030118776730915637,0.025358776730915637,16,BANDHANBNK-ALKYLAMINE,6.694936822790293
2025-08-01,2025-08-12,Long Spread,BANDHANBNK,ALKYLAMINE,161.94064331054688,165.19094848632812,2340.10009765625,2073.300048828125,0.043888640216109866,0.025074808269876046,0.020314808269876045,11,BANDHANBNK-ALKYLAMINE,6.715251631060169
2025-10-28,2025-10-31,Short Spread,BANDHANBNK,ALKYLAMINE,175.6199951171875,156.55999755859375,1886.4000244140625,1860.0,0.043888640216109866,0.10791555115187744,0.10315555115187744,3,BANDHANBNK-ALKYLAMINE,6.818407182212046
2025-01-27,2025-02-05,Long Spread,GAIL,POWERGRID,160.6156768798828,171.96849060058594,277.7880249023437,276.0458374023437,0.6322717176748179,0.07464848146718213,0.06988848146718213,9,GAIL-POWERGRID,6.888295663679228
2025-04-11,2025-04-21,Long Spread,GAIL,POWERGRID,170.72537231445312,194.1999969482422,297.78143310546875,313.3510437011719,0.6322717176748179,0.10444077506379713,0.09968077506379713,10,GAIL-POWERGRID,6.987976438743026
2025-06-11,2025-06-19,Short Spread,GAIL,POWERGRID,198.942626953125,179.37548828125,289.3111572265625,280.4981384277344,0.6322717176748179,0.07909537676061526,0.07433537676061526,8,GAIL-POWERGRID,7.062311815503641
